x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
721,791,1289,824,244,385,531,923,488,1224
269,560,1282,1003,1069,876,527,1211,1121,1079
371,472,1293,869,1008,676,526,1310,1050,521
1065,731,1289,470,536,214,536,1485,766,976
716,284,1299,721,1122,893,537,1056,919,754
1131,864,1305,310,389,769,528,1025,1228,504
1265,737,1291,1337,480,900,540,903,447,765
464,272,1294,523,887,813,533,1090,594,428
935,122,1289,543,1341,979,540,782,1034,808
642,389,1300,596,1235,581,537,746,1432,957
491,167,1299,643,625,721,527,320,1041,1315
479,29,1297,589,675,665,543,717,696,873
705,722,1299,593,127,749,546,1341,575,402
733,780,1297,1326,430,730,544,1297,178,1452
1304,202,1307,871,453,722,542,1172,937,742
886,885,1298,900,1056,481,540,991,895,1021
571,902,1307,1227,617,600,550,1050,791,899
1074,821,1312,1072,1302,679,536,964,1141,916
461,1089,1317,634,797,1082,533,662,868,725
1267,217,1300,965,1061,825,534,584,581,893
984,1093,1307,387,1235,854,543,91,887,434
545,412,1315,748,1303,944,546,892,740,620
426,837,1301,561,952,617,536,1401,796,1019
756,100,1310,599,688,459,540,1235,589,807
248,150,1300,514,600,831,543,835,1081,1203
378,628,1303,721,1177,731,543,81,546,1335
778,788,1309,891,800,662,540,349,735,643
321,388,1307,546,826,942,539,485,1011,1267
614,502,1299,481,800,984,536,315,754,675
1231,1266,1289,766,857,659,533,974,1040,851
796,974,1292,922,920,651,538,792,709,353
446,792,1287,799,499,757,529,837,816,1423
704,617,1291,612,1027,850,538,555,1081,918
520,303,1286,651,397,766,529,745,1026,1091
995,1835,1279,839,667,570,524,786,722,754
651,1045,1286,785,624,538,535,1111,662,1121
297,-33,1282,503,939,719,529,680,1218,726
1109,1084,1281,1061,666,556,529,365,705,667
1381,-108,1280,1081,1029,780,519,754,699,1106
990,1176,1270,572,475,997,519,994,1098,1154
1151,1053,1278,655,353,823,525,338,306,691
714,627,1282,765,580,973,511,1162,608,851
819,726,1288,481,457,597,513,410,747,567
963,499,1286,913,1368,996,529,369,1252,1259
639,303,1271,620,584,743,525,657,723,992
-159,523,1280,892,1051,842,518,883,1242,746
464,813,1271,428,777,665,527,679,1031,788
648,72,1289,959,988,869,527,1513,927,897
893,416,1279,283,1245,811,517,618,771,1372
1141,651,1277,756,1046,730,525,237,383,523
1021,918,1284,791,1046,577,523,976,923,624
454,601,1277,729,398,1004,515,698,1111,1179
785,982,1286,399,865,551,524,948,842,703
-234,549,1286,1038,1019,658,514,1198,763,562
425,323,1276,754,1260,928,513,-169,504,946
679,766,1285,1061,657,796,522,464,894,898
818,434,1281,452,1050,771,508,833,662,1506
1326,319,1269,1306,881,844,518,1006,1087,881
916,159,1269,761,1265,447,520,1119,707,934
712,969,1286,856,313,734,513,682,576,823
-43,609,1270,554,849,875,513,983,1304,895
656,-118,1269,1003,1334,639,503,292,619,947
789,1312,1266,526,943,869,496,404,889,799
106,321,1271,612,959,517,509,583,565,967
499,434,1272,1024,625,770,513,852,1107,871
1098,526,1259,680,823,487,504,785,568,1297
724,464,1279,709,879,550,495,947,809,856
882,414,1268,306,1220,836,503,926,1047,1317
645,444,1260,656,1192,866,503,613,483,1219
332,142,1277,740,673,788,494,215,1172,501
531,215,1278,1031,848,744,499,662,759,543
708,741,1267,1060,569,617,513,924,662,1322
938,506,1269,1188,890,755,495,64,858,1073
-140,12,1270,591,936,601,497,1097,691,1165
906,24,1261,706,1228,667,492,420,686,1073
1335,646,1254,939,915,613,495,247,610,1070
1830,199,1263,952,909,810,483,476,997,667
1704,858,1258,803,942,739,482,1694,1123,1252
909,1093,1261,314,885,933,492,516,1105,372
1893,897,1265,1072,949,543,487,821,1162,1251
194,516,1252,489,520,1166,496,812,602,385
775,339,1262,471,880,622,502,810,579,974
1102,965,1260,673,942,742,493,1125,602,1225
900,669,1265,675,952,370,500,423,1174,855
1188,-194,1274,653,1506,917,505,761,1010,882
1268,1347,1270,739,983,973,505,641,661,814
1041,1074,1271,693,658,897,497,405,706,839
-46,31,1277,651,788,937,496,677,1144,1419
238,1041,1265,614,513,702,507,82,629,926
906,608,1268,1178,944,444,510,990,1044,182
875,799,1279,632,547,568,511,832,1274,940
494,530,1272,940,1086,604,520,1167,732,787
1059,1098,1285,179,1416,912,502,1058,640,1391
188,255,1274,376,1163,758,513,1108,692,1093
1656,460,1284,993,630,799,516,656,817,1022
603,276,1293,584,924,860,514,922,490,893
384,-7,1292,1074,836,808,512,1081,913,728
605,129,1277,176,1149,904,522,958,1164,909
723,476,1293,850,1001,427,524,485,600,537
909,390,1285,221,567,721,524,610,997,1057
1233,-69,1294,1257,328,744,530,1214,744,1022
442,697,1285,1091,1107,870,540,881,1174,1231
947,399,1303,556,749,812,540,1146,597,734
621,908,1295,473,1064,770,530,1064,1003,684
1034,153,1298,1292,1399,822,528,542,937,1311
928,862,1292,173,845,268,525,892,923,95
742,1552,1298,273,1154,750,525,1358,1147,1566
65,-363,1286,812,498,825,524,152,759,889
1058,1184,1298,713,735,806,540,241,858,608
-54,901,1297,803,688,640,535,-479,967,1181
876,425,1305,1436,582,798,542,-298,859,841
597,1051,1313,586,364,987,545,175,833,1179
432,911,1301,934,995,728,544,805,733,684
246,290,1309,624,490,324,541,121,947,372
263,1574,1315,506,1004,961,538,414,776,807
-108,-373,1315,1234,995,852,548,1180,981,540
786,787,1305,552,973,540,543,492,662,1063
470,416,1314,1024,540,544,538,159,647,996
1313,55,1306,265,1095,702,540,928,775,705
512,431,1306,591,368,686,535,867,517,1141
438,367,1303,284,749,721,534,998,818,684
818,552,1305,528,791,752,533,865,509,418
948,535,1306,885,889,711,543,637,910,954
624,318,1307,618,1047,842,548,563,579,1326
386,396,1309,455,795,781,542,690,826,1090
409,628,1299,654,285,714,542,334,801,664
346,256,1312,741,1127,802,547,1116,950,549
793,1061,1320,263,514,984,539,731,696,754
151,35,1312,711,780,488,534,370,899,275
506,772,1315,716,1167,358,542,717,771,775
868,293,1315,353,967,759,529,994,507,447
751,341,1330,761,780,1027,547,971,729,889
-81,594,1329,877,500,828,539,653,663,503
379,334,1310,768,531,902,542,1179,758,1451
681,223,1320,506,589,410,538,694,934,695
538,804,1325,952,915,889,535,980,1174,1172
492,802,1314,1318,1017,929,530,891,690,1109
118,352,1321,628,467,687,530,1230,798,1036
907,512,1315,915,1214,808,543,1337,514,643
351,456,1312,398,836,567,545,1168,427,171
268,118,1323,778,833,504,532,1265,708,1117
449,873,1332,559,1057,746,526,1006,455,845
836,529,1335,1311,409,521,535,1292,990,666
1410,1482,1333,703,687,939,523,816,757,840
585,697,1342,548,927,468,517,1301,1231,920
1464,579,1327,517,814,844,523,650,1030,1307
1026,390,1340,536,226,667,526,589,955,997
1088,231,1338,1069,955,957,516,555,1187,997
512,430,1334,710,933,854,525,921,898,591
440,1014,1340,794,550,586,511,576,634,969
842,553,1341,579,596,666,521,1491,503,1040
-171,1107,1328,859,877,712,513,205,1025,1353
874,254,1338,503,1149,908,515,1499,813,794
725,529,1346,569,167,387,513,1204,498,1357
1235,465,1346,1247,973,625,523,889,674,889
219,1052,1337,752,812,727,507,-103,890,1408
1277,198,1342,1143,864,879,513,1026,743,857
1434,565,1335,781,1203,1103,517,764,1342,600
157,1070,1341,754,1187,658,508,1138,743,987
666,378,1344,664,462,848,509,1024,664,820
279,486,1332,330,665,652,499,746,774,693
732,606,1350,419,1350,776,516,744,1213,746
352,641,1347,1418,1055,731,499,710,951,632
604,95,1346,717,641,789,513,1066,451,868
461,-145,1342,1146,342,472,503,1105,738,1068
1145,261,1352,1188,980,733,495,932,880,719
481,114,1345,860,543,415,506,675,931,1082
905,73,1349,328,1152,732,499,884,493,1165
734,782,1332,720,1020,878,512,1041,1051,1384
862,727,1343,766,1157,708,502,827,1135,1377
872,740,1353,404,808,730,503,553,725,793
263,890,1350,557,706,755,509,815,939,908
1140,815,1353,628,974,784,510,1114,1013,986
1385,524,1343,455,564,797,501,446,774,642
591,1214,1339,937,968,936,510,487,939,1454
513,519,1350,587,579,524,493,726,874,992
1410,686,1342,587,607,986,505,742,933,828
1150,402,1346,648,1027,573,495,927,801,912
491,877,1349,1015,891,341,493,1343,608,1097
608,234,1342,673,746,1254,499,1202,669,920
584,651,1352,791,264,683,494,1558,815,873
869,230,1355,995,1040,761,505,398,461,1336
707,545,1354,1073,573,906,500,707,950,500
904,678,1345,1126,532,926,487,1038,796,1209
411,942,1344,1110,825,937,497,977,1204,1326
458,566,1353,738,1346,648,493,1109,869,786
609,773,1339,1063,852,556,489,403,821,1440
722,284,1342,1287,553,693,505,511,557,929
96,539,1337,1176,898,879,493,613,574,599
1211,690,1341,1154,312,954,503,706,771,1189
276,4,1334,1079,491,925,496,1110,1298,1246
656,997,1344,683,516,685,502,1010,926,945
457,365,1338,469,984,527,513,553,1020,1097
119,566,1346,542,674,905,493,1130,819,1284
1100,435,1338,583,773,331,505,819,197,486
431,705,1349,805,1041,533,497,-14,737,666
579,596,1340,986,1062,819,503,836,840,679
947,267,1335,817,767,834,510,954,889,411
69,972,1345,836,634,469,506,1317,754,801
575,624,1336,661,1030,671,512,357,637,1053
487,1052,1338,570,1004,814,517,283,177,1176
434,596,1340,672,953,639,513,324,896,960
484,523,1333,757,813,622,521,1207,738,531
216,939,1333,468,1039,554,515,717,965,895
1352,949,1324,844,833,1038,515,1371,726,524
682,423,1332,978,870,1047,522,751,513,839
618,691,1333,388,631,707,526,1058,916,641
768,1049,1335,633,629,776,530,207,609,1009
810,685,1336,631,272,906,517,649,1043,1178
977,588,1322,503,211,666,524,520,835,811
857,410,1329,571,379,609,531,168,1026,1248
1216,601,1339,692,599,648,524,1123,805,472
1958,-53,1329,934,1070,637,528,751,1143,1356
706,42,1331,1118,744,1048,534,969,563,1008
766,438,1335,424,566,803,521,1318,722,895
423,1041,1333,539,622,776,537,1486,902,967
883,-145,1332,392,1172,807,531,1134,1202,443
1306,773,1324,795,390,788,538,1003,763,441
420,508,1329,998,902,797,529,693,907,1264
2,729,1320,509,1090,710,535,599,132,1211
420,210,1335,1337,595,787,532,480,834,1190
290,24,1325,1060,763,557,536,457,1049,677
910,90,1318,984,404,435,533,1044,714,952
752,170,1333,633,620,805,535,587,1051,1078
834,191,1321,752,916,850,542,964,898,478
-232,327,1315,552,724,949,542,1087,1090,464
654,348,1321,722,773,556,544,530,526,639
1271,286,1322,970,1050,1020,545,844,1148,1202
1232,206,1317,1033,463,700,554,1431,1103,709
590,396,1308,1246,461,776,555,435,607,844
556,389,1319,986,1057,719,546,893,680,583
552,348,1323,665,998,637,546,728,1117,892
1035,732,1318,428,1198,482,554,765,873,1025
854,369,1325,555,632,412,553,508,344,1068
297,741,1324,1262,826,882,547,662,857,843
970,-47,1317,1211,675,1118,555,714,937,850
978,656,1315,602,1267,516,556,1206,501,724
922,934,1323,1086,985,934,562,1122,773,1144
409,203,1313,650,881,691,563,938,695,902
987,934,1318,940,470,489,566,772,703,576
631,1212,1309,356,1043,597,557,664,1068,836
400,79,1304,990,975,980,566,1164,992,1014
698,1264,1303,997,375,664,554,607,689,1134
854,503,1315,873,1325,888,560,1102,1056,380
1083,812,1303,578,938,624,562,849,970,676
819,397,1313,1004,904,777,564,1286,729,951
1303,842,1308,758,850,1098,555,730,985,902
532,1123,1311,579,944,658,569,460,443,1238
684,-228,1311,755,1126,782,571,270,277,1527
-37,770,1313,764,823,492,567,1035,787,1421
723,1112,1303,1183,389,1102,562,847,564,440
684,453,1322,605,639,540,564,365,1276,785
653,826,1312,863,1093,392,565,397,915,935
956,103,1322,626,584,928,560,751,505,694
461,673,1312,759,899,786,574,712,593,825
705,1331,1322,552,565,741,558,789,772,842
-88,493,1313,456,841,539,560,774,1009,1066
1003,1060,1310,784,693,763,570,575,1225,379
-95,504,1312,660,647,1009,577,402,1325,1121
853,786,1307,830,702,949,574,604,787,1132
1016,450,1314,777,939,570,578,1633,663,1002
619,1169,1312,607,565,688,571,299,1305,829
152,144,1316,420,936,425,575,452,796,1060
395,664,1319,235,913,906,560,1234,635,529
917,442,1310,645,697,1018,571,1384,1033,688
886,636,1314,816,971,568,578,1004,677,1054
848,593,1312,802,601,839,572,620,819,1122
828,1090,1301,990,501,1056,573,1407,831,932
771,856,1306,689,605,809,582,716,968,515
198,925,1303,797,856,630,574,729,513,1015
250,402,1307,465,501,547,578,873,600,903
400,157,1305,586,798,808,588,1077,509,634
1204,518,1300,306,835,685,598,628,482,1050
530,965,1299,838,988,644,594,1338,420,749
649,382,1308,1230,459,628,583,549,909,632
544,1156,1312,915,403,637,583,815,743,888
-92,-33,1304,776,759,820,590,991,701,396
1129,772,1314,588,751,1100,594,179,746,1163
280,518,1308,765,1060,750,580,1652,443,700
722,304,1304,319,798,644,591,139,1071,942
722,774,1305,678,869,877,600,611,1213,1094
696,841,1298,405,679,547,608,922,363,1231
480,538,1294,711,653,923,616,493,887,1060
589,620,1290,961,1072,414,598,684,812,-266
350,326,1294,414,722,535,604,456,996,696
637,450,1293,315,924,490,615,28,529,743
657,723,1193,771,866,732,604,459,1001,1125
309,297,1192,839,786,729,611,583,734,1739
814,684,1194,756,823,818,601,-164,994,1002
857,20,1197,898,1167,428,591,310,721,987
935,729,1187,955,159,709,583,959,989,1320
682,1052,1204,510,1208,870,596,914,421,863
647,982,1197,407,746,631,588,884,952,880
74,697,1194,806,849,894,583,1009,428,1070
556,333,1187,575,614,411,592,689,1089,1068
966,892,1188,709,1244,859,594,1380,758,1125
1344,1056,1207,826,601,718,586,1069,887,712
818,551,1198,984,596,659,591,1167,883,1164
215,834,1188,970,1253,687,588,635,733,1657
67,656,1197,922,777,779,583,1001,564,1117
1403,809,1188,704,901,475,584,646,878,1028
363,562,1206,866,811,492,587,1208,901,954
722,549,1205,986,490,814,579,417,617,436
322,602,1189,640,181,556,577,1029,1153,734
750,598,1197,839,398,1022,570,912,1098,696
41,578,1190,738,513,849,577,1051,953,1514
297,447,1203,380,377,612,563,850,714,1159
668,387,1197,568,983,782,554,1518,744,556
1058,615,1189,745,427,930,547,486,939,624
1558,585,1187,705,996,967,547,930,643,825
323,610,1202,1001,399,959,545,642,869,722
916,804,1197,523,480,622,536,984,667,786
630,698,1206,829,1100,432,530,833,892,228
425,183,1206,427,574,424,546,753,794,811
965,821,1192,563,428,834,544,109,862,906
1101,790,1195,770,831,747,535,668,689,863
569,172,1204,839,1140,946,541,463,451,657
-73,609,1198,350,924,959,534,774,440,330
683,948,1197,852,665,494,524,406,876,1171
516,361,1197,1028,1440,580,527,492,1134,1156
417,949,1203,1432,1268,698,519,655,1078,868
546,418,1202,445,692,1136,526,462,740,1091
735,371,1201,507,1046,665,525,740,727,1070
350,597,1197,927,1025,788,515,709,310,733
858,513,1191,907,558,306,507,1045,618,1416
1569,746,1206,1037,1073,815,506,715,931,1531
1058,809,1205,963,340,667,507,753,1029,692
311,385,1197,437,875,1022,514,372,925,630
-141,-151,1207,913,1522,745,506,1018,913,1224
-367,826,1189,1049,699,732,523,900,970,563
191,84,1204,587,950,703,508,215,741,1332
898,670,1196,802,135,577,520,970,1048,967
993,240,1203,816,949,665,504,611,764,791
747,372,1205,797,153,857,519,542,807,730
493,345,1196,366,1040,925,512,1177,552,580
1123,849,1201,150,845,688,519,826,640,540
465,-25,1187,348,596,879,512,555,740,1318
1019,660,1186,731,467,602,516,870,775,1096
302,884,1197,892,693,870,503,1474,840,950
1251,764,1199,84,944,768,503,1256,260,1064
841,627,1195,661,954,532,493,549,1026,1168
584,597,1203,601,608,676,496,909,636,773
403,476,1189,1068,693,548,496,37,619,796
1276,478,1195,819,991,597,494,1233,416,1519
558,231,1185,1103,451,613,493,869,795,628
1221,830,1194,1094,877,595,489,1011,908,977
1016,490,1190,808,968,961,498,626,1042,775
1098,1187,1180,681,890,561,483,771,867,805
604,936,1185,931,923,704,494,787,766,668
643,378,1177,454,598,713,485,469,693,439
1564,66,1187,588,820,683,498,887,569,926
33,414,1181,631,644,745,490,829,551,394
-51,37,1194,876,383,637,490,994,838,896
701,984,1189,864,364,643,504,783,1028,840
724,524,1184,870,728,682,494,755,896,758
790,450,1184,424,1047,472,494,720,682,668
749,1351,1181,654,513,760,497,721,371,1007
814,393,1175,689,926,591,496,735,785,1282
560,353,1174,691,600,489,484,813,671,1107
278,817,1185,494,635,996,493,1048,1011,1384
1266,429,1176,895,505,768,498,650,574,736
747,1262,1184,685,539,931,506,290,612,1244
720,479,1168,861,884,723,489,1066,919,1575
1245,1285,1183,638,1094,842,491,629,873,367
1199,135,1176,1358,595,451,500,1318,949,1457
723,336,1167,193,1292,760,505,1053,839,790
571,795,1169,1005,557,555,511,344,1108,1018
-54,776,1176,183,241,947,502,1234,999,858
834,633,1166,911,407,767,506,800,994,851
879,711,1165,893,750,842,504,733,1071,851
615,18,1174,1033,1080,768,515,1094,772,358
775,78,1161,1016,643,793,512,1228,530,810
1396,415,1155,508,530,832,521,958,855,1080
646,719,1157,502,700,703,517,1114,682,784
658,126,1157,773,511,597,521,798,180,1157
1322,8,1148,984,702,567,523,719,866,653
448,549,1145,677,1085,700,533,236,1200,1269
108,1214,1135,872,911,806,535,591,723,1069
139,572,1149,1211,875,607,538,509,713,1451
825,763,1141,851,990,871,534,920,808,773
468,1507,1150,788,1550,595,529,643,618,281
556,723,1145,713,397,662,532,716,612,1119
65,917,1147,356,1188,957,531,799,719,784
565,435,1153,1001,832,514,523,1073,632,452
1284,581,1152,552,488,734,525,937,1083,1119
506,188,1150,768,336,1100,539,542,839,551
612,287,1146,347,1027,666,538,932,486,840
750,310,1151,1032,812,326,529,832,827,537
-421,638,1145,1017,509,986,533,1085,1399,354
831,629,1161,515,877,887,526,921,961,640
796,369,1149,1125,931,893,536,669,684,473
809,191,1145,984,669,725,536,1170,1183,764
1373,734,1150,830,835,648,526,985,796,888
1034,1138,1150,690,889,772,520,1305,843,723
1130,328,1160,355,718,769,517,1362,926,1304
1314,94,1165,807,1051,444,516,1220,677,803
475,411,1162,883,1024,770,518,215,411,617
-358,434,1153,666,1841,477,517,1533,778,1073
613,639,1164,650,921,847,509,559,283,1399
29,944,1172,644,595,597,502,1531,468,670
-62,420,1176,947,877,754,509,688,1112,1322
871,789,1177,892,709,951,501,828,1222,1216
821,1299,1171,806,635,362,509,729,1002,779
1333,1054,1175,441,1198,606,499,1014,783,733
901,31,1174,514,1012,673,496,638,678,516
534,978,1172,892,748,783,497,1113,701,800
946,219,1185,835,771,503,497,802,265,936
1086,784,1175,1024,680,634,498,232,922,678
800,1010,1173,436,660,492,494,372,934,794
1028,1152,1166,770,809,776,488,236,881,630
228,536,1171,813,469,704,505,772,698,514
1112,486,1184,798,983,949,499,870,985,647
938,15,1167,747,731,810,506,692,1104,714
807,1097,1177,547,345,858,492,927,1030,930
506,385,1185,920,1243,779,485,708,218,1007
236,95,1190,590,1023,924,481,692,808,982
474,518,1184,158,878,1266,480,184,369,890
426,1164,1195,672,390,1019,489,1682,738,1445
820,774,1189,1027,880,515,489,224,591,688
268,1170,1188,540,1240,825,479,1211,982,606
125,192,1192,1385,831,838,474,700,554,649
724,362,1180,943,754,724,480,740,871,664
354,448,1186,1022,1217,697,487,1261,616,322
854,351,1180,799,885,518,476,462,879,583
106,340,1190,1132,549,709,479,631,1042,688
855,894,1188,648,813,741,482,710,900,804
90,633,1195,1174,661,787,486,464,1127,895
814,187,1196,1000,885,851,496,1294,585,1069
847,82,1196,1236,886,608,487,674,473,939
959,1009,1200,772,897,602,504,663,930,1132
1319,911,1198,654,622,363,514,560,888,1069
1449,426,1200,1007,1330,899,520,239,1299,618
693,814,1191,588,751,434,504,397,761,1374
762,334,1193,989,737,740,508,1025,797,1166
1187,760,1199,566,904,506,517,884,884,519
262,1025,1195,549,789,718,521,1027,815,854
903,249,1189,892,949,749,523,1243,550,594
1288,1098,1193,671,201,759,519,713,84,801
441,318,1201,618,50,919,507,497,771,836
544,1095,1199,676,714,1025,518,909,807,1224
1293,149,1191,698,665,819,520,-113,1038,821
1052,852,1206,782,500,865,522,902,383,750
1002,950,1201,909,1245,931,531,477,997,1185
838,338,1194,515,628,925,528,420,781,290
924,842,1201,668,741,1060,535,830,882,868
579,477,1201,1039,1718,362,529,1030,498,739
1265,58,1202,780,605,738,540,1048,1089,974
399,1313,1210,852,401,858,534,741,1191,450
605,409,1201,763,380,1121,539,902,1073,1221
661,1056,1202,526,1513,881,539,636,830,862
532,421,1206,655,1195,478,542,904,798,915
475,671,1201,461,985,1065,551,924,658,1192
1054,618,1196,716,562,831,555,1186,716,836
371,110,1205,316,801,799,556,785,841,1434
663,497,1196,299,336,1048,558,1000,369,923
690,106,1195,1081,1326,762,559,491,689,230
1195,490,1201,796,415,751,568,676,776,1160
1219,835,1204,729,308,916,570,983,791,795
666,1256,1198,1030,337,944,564,540,794,993
973,637,1200,825,602,1136,565,244,587,987
487,-128,1198,561,1028,790,573,670,625,1066
1166,859,1203,898,772,602,578,1021,876,787
233,99,1201,514,868,904,588,1094,295,867
247,694,1211,888,714,532,592,429,694,478
1133,816,1196,775,961,438,582,966,683,1046
337,464,1192,723,605,828,595,756,837,701
1270,-130,1203,619,570,421,596,223,644,721
513,868,1198,554,906,474,587,293,663,950
502,355,1188,415,678,852,584,1582,1080,1270
649,1425,1192,1017,1118,597,593,996,891,749
445,747,1199,1355,701,836,587,721,657,961
632,891,1192,720,557,880,583,422,961,748
216,917,1197,346,489,793,574,1090,604,919
929,723,1195,765,1664,936,581,633,627,527
770,433,1196,320,1241,512,573,895,680,1302
451,618,1190,594,1428,752,566,725,788,707
1204,277,1188,973,633,736,570,874,1043,1434
173,827,1200,778,1112,785,578,1023,693,966
1136,928,1195,374,671,693,582,843,671,470
316,335,1197,497,735,929,572,785,434,248
69,561,1189,894,814,760,578,1201,711,1328
234,1054,1191,702,435,715,568,1133,872,1474
523,129,1199,1034,745,764,573,1050,1018,1102
302,737,1197,414,781,577,580,818,674,892
605,627,1201,765,684,651,570,1288,681,1053
977,13,1196,232,636,790,561,1075,930,926
577,1091,1205,943,1318,676,568,582,793,598
451,423,1206,946,641,773,570,336,503,805
648,815,1205,762,705,459,558,719,898,561
237,629,1186,1146,497,847,554,783,955,771
568,665,1196,695,504,992,560,687,783,836
1058,511,1203,607,362,491,561,965,992,795
777,252,1200,513,620,419,555,460,1040,1084
1365,630,1205,625,558,875,550,-28,758,952
733,713,1191,721,60,515,557,1293,806,467
860,116,1196,644,802,552,548,969,834,772
1098,507,1188,1077,1210,621,558,206,1064,567
401,564,1195,728,647,768,555,901,625,749
877,65,1201,312,1355,718,548,662,1137,474
712,308,1200,211,451,716,540,-242,727,1023
776,836,1196,570,924,644,530,1164,934,789
442,579,1200,688,1046,521,525,1662,1113,725
759,355,1199,624,897,963,534,1171,1107,1328
340,938,1206,593,274,851,535,255,1325,543
1166,86,1192,331,1071,717,524,702,904,773
642,676,1186,250,529,574,537,161,474,785
605,649,1196,796,751,904,529,584,735,1297
364,861,1192,518,875,531,537,1394,636,370
833,2,1196,1121,844,1029,525,392,629,476
1046,577,1197,1102,490,509,519,512,673,631
1649,1009,1190,1091,978,720,529,316,865,1379
499,479,1200,590,1728,695,535,1066,544,927
1305,972,1196,155,378,859,525,1381,447,865
557,366,1195,953,1321,939,521,877,239,900
200,296,1198,597,534,906,532,861,879,596
531,305,1196,338,682,866,522,568,763,1323
990,912,1191,552,1266,1110,519,1541,881,1141
478,415,1191,1348,1327,827,532,1057,1222,1044
1281,109,1199,829,787,569,516,876,564,679
845,1202,1201,738,1031,616,518,1220,526,980
822,642,1195,699,846,592,509,552,913,662
1064,925,1192,876,915,478,517,360,1043,954
149,810,1198,651,635,687,515,965,602,856
811,458,1191,828,532,628,505,1298,953,660
627,943,1198,729,1054,632,514,460,776,803
70,1618,1197,1027,729,948,506,307,903,1112
465,1205,1194,1100,1241,730,496,961,909,945
251,521,1196,501,392,684,505,1088,820,746
350,376,1197,852,1096,980,491,682,947,858
285,491,1195,666,850,832,498,697,807,631
131,461,1185,473,718,839,499,692,1026,472
750,22,1188,918,1195,623,506,653,1119,1041
922,765,1178,472,677,676,508,1291,927,1347
979,310,1184,1127,740,535,499,663,481,1028
692,375,1179,1090,645,803,500,1131,541,773
924,996,1181,742,886,704,497,879,697,632
1249,162,1178,907,829,738,490,1291,847,466
182,601,1183,922,515,691,500,827,338,651
253,589,1181,109,765,1023,498,1207,916,386
290,422,1176,527,812,381,490,980,584,1203
379,281,1175,845,711,700,492,681,882,907
689,659,1192,864,1297,1024,494,927,663,667
469,828,1182,558,785,491,500,598,421,1100
227,44,1187,148,579,687,507,971,809,547
225,984,1176,607,889,607,501,883,837,713
615,767,1174,655,956,722,496,804,710,1305
957,625,1176,775,653,777,510,232,535,577
393,655,1182,1021,799,509,501,867,708,530
501,593,1183,857,971,480,504,626,937,831
357,160,1187,412,359,537,502,787,825,633
225,593,1183,812,1209,625,500,896,848,935
980,45,1176,1023,698,803,510,989,569,709
703,691,1181,676,799,1003,501,809,362,1151
955,45,1178,1004,943,1078,510,654,929,1036
255,449,1171,968,600,1160,500,800,859,716
646,995,1178,531,440,486,508,1260,727,787
402,986,1185,532,1320,124,509,408,717,655
635,86,1175,1013,128,901,505,383,1230,1524
1237,923,1166,839,766,987,510,1358,730,953
1506,535,1168,558,209,904,508,1088,589,1061
497,-119,1167,599,927,538,502,565,443,785
1191,296,1163,1064,619,705,512,951,464,772
159,545,1165,867,536,660,521,753,1130,1201
770,255,1159,678,556,666,505,900,880,1134
790,265,1168,617,1054,398,517,935,559,481
1151,604,1161,918,456,711,505,105,784,954
770,296,1160,1031,628,698,515,1247,884,867
988,564,1167,669,1464,809,515,356,802,739
995,593,1150,528,754,984,521,842,785,755
561,510,1153,721,987,1031,515,683,604,893
1923,82,1155,875,1141,601,507,106,569,1418
187,772,1158,1119,607,731,518,559,931,598
951,1150,1148,840,1160,439,522,1364,526,567
870,447,1152,667,775,457,525,785,1026,1019
363,851,1145,669,368,973,529,740,690,1366
596,321,1149,837,-103,820,528,873,1028,605
1020,726,1139,487,1017,907,529,717,589,1122
-32,835,1130,902,712,454,532,474,1188,995
1026,237,1145,596,370,1075,529,737,327,1176
884,818,1145,732,367,973,537,689,573,655
643,394,1137,646,489,896,530,925,807,732
1025,287,1142,759,1351,615,538,757,840,1319
689,675,1133,620,431,756,521,610,1066,385
956,465,1134,498,739,745,524,671,768,903
1223,596,1141,794,654,1163,526,567,573,993
249,146,1133,664,622,829,533,1021,597,970
489,320,1128,405,937,517,541,283,815,1387
1031,-23,1134,412,1027,920,535,1143,957,1491
473,731,1134,1144,718,689,541,1105,517,1219
31,1395,1140,755,519,681,536,212,270,111
699,648,1130,638,771,753,535,348,838,633
1162,853,1136,322,21,571,527,614,697,439
1225,238,1134,702,1043,884,531,1019,873,1419
972,698,1126,771,1106,922,539,757,806,739
577,1068,1136,780,778,688,536,765,916,873
490,1000,1124,740,637,1024,537,694,901,956
624,732,1122,636,201,513,539,558,822,805
421,-31,1132,1382,1152,702,535,308,676,288
805,548,1122,1257,491,1013,525,789,745,893
1038,921,1128,832,647,567,538,497,732,843
513,504,1131,826,768,968,542,861,1007,952
106,488,1135,704,1451,850,532,682,1088,620
1142,436,1141,1129,1287,1128,542,631,648,1215
491,561,1144,230,856,624,542,1224,803,641
654,251,1137,565,847,865,525,530,1035,580
582,944,1138,1067,889,804,532,964,1134,1029
986,268,1141,855,826,659,524,448,914,524
988,159,1149,975,391,710,517,704,730,1309
-86,408,1140,548,486,802,521,1359,561,693
268,239,1145,1113,804,846,518,1597,631,988
312,608,1139,453,445,596,521,801,966,927
1154,375,1157,628,655,895,513,800,981,1166
696,56,1159,1078,527,808,503,304,927,777
745,577,1153,905,791,622,495,486,1005,1169
1237,191,1159,1030,796,662,506,897,602,1039
